;F.O.;Tiempo (s);Dev (%);#Best
Constructivo
Búsqueda local


;Constructivo;;;;Búsqueda Tabu
Nombre de la instancia;F.O.;Tiempo (s);Dev (%);#Best;F.O.;Tiempo (s);Dev (%);#Best;;Best
Grasp78pmed11v3.10.2.txt;10393,21548;0,0369592;0,17484;0;8846,47009;0,2516774;0,00000;1;;8846,47009
Grasp79pmed11v3.10.2.txt;12848,45271;0,0369714;0,44062;0;8918,72087;0,2727197;0,00000;1;;8918,72087
Grasp80pmed11v3.10.2.txt;10566,73577;0,0685680;0,18005;0;8954,46480;0,2944585;0,00000;1;;8954,46480
Grasp81pmed11v3.10.2.txt;10877,45055;0,0521750;0,20334;0;9039,40633;0,2861768;0,00000;1;;9039,40633
Grasp82pmed11v3.10.2.txt;10330,05687;0,0408299;0,15169;0;8969,47407;0,2645810;0,00000;1;;8969,47407
Grasp83pmed11v3.10.2.txt;12098,99745;0,0641441;0,37018;0;8830,24162;0,3026590;0,00000;1;;8830,24162
Grasp84pmed11v3.10.2.txt;10533,64174;0,0506208;0,19212;0;8836,06985;0,3579332;0,00000;1;;8836,06985
Grasp85pmed11v3.10.2.txt;11388,01385;0,0401823;0,28481;0;8863,56144;0,2733149;0,00000;1;;8863,56144
Grasp86pmed11v3.10.2.txt;10060,24776;0,0389103;0,11869;0;8992,91379;0,2268409;0,00000;1;;8992,91379
Grasp87pmed11v3.10.2.txt;11819,78578;0,0502387;0,33614;0;8846,22358;0,2498331;0,00000;1;;8846,22358
Grasp88pmed11v3.10.2.txt;11077,38709;0,0378271;0,23851;0;8944,09324;0,1663839;0,00000;1;;8944,09324
Grasp89pmed11v3.10.2.txt;10749,86977;0,0601550;0,21001;0;8884,09460;0,3564738;0,00000;1;;8884,09460
Grasp90pmed11v3.10.2.txt;10325,30791;0,0740977;0,15052;0;8974,46480;0,3455720;0,00000;1;;8974,46480
Grasp91pmed11v3.10.2.txt;10978,12608;0,0514132;0,20214;0;9132,15203;0,2808924;0,00000;1;;9132,15203
Grasp92pmed11v3.10.2.txt;9796,21253;0,0430613;0,10608;0;8856,66498;0,2502478;0,00000;1;;8856,66498
Grasp93pmed11v3.10.2.txt;10280,82261;0,0387164;0,16926;0;8792,58082;0,2471684;0,00000;1;;8792,58082
Grasp94pmed11v3.10.2.txt;10004,20051;0,0623381;0,11675;0;8958,35375;0,2748560;0,00000;1;;8958,35375
Grasp95pmed11v3.10.2.txt;10003,32765;0,0377847;0,13978;0;8776,58082;0,2565406;0,00000;1;;8776,58082
Grasp96pmed11v3.10.2.txt;10081,28006;0,0376032;0,06734;0;9445,22866;0,1744369;0,00000;1;;9445,22866
Grasp97pmed11v3.10.2.txt;10817,32740;0,0390593;0,20835;0;8952,14538;0,1560465;0,00000;1;;8952,14538
Grasp98pmed11v3.10.2.txt;11750,47498;0,0389949;0,32159;0;8891,15526;0,2376472;0,00000;1;;8891,15526
Grasp99pmed11v3.10.2.txt;11301,91789;0,0455050;0,25384;0;9013,87955;0,1924555;0,00000;1;;9013,87955
pmed1v3.10.2.txt;10775,02436;0,0000140;0,38270;0;7792,74947;0,0313381;0,00000;1;;7792,74947
Grasp0pmed1v3.10.2.txt;10462,48738;0,0046895;0,37681;0;7599,07915;0,0253282;0,00000;1;;7599,07915
Grasp1pmed1v3.10.2.txt;9638,74357;0,0042147;0,28071;0;7526,12195;0,0172597;0,00000;1;;7526,12195
Grasp2pmed1v3.10.2.txt;9646,23882;0,0041919;0,23846;0;7788,88593;0,0201128;0,00000;1;;7788,88593
Grasp3pmed1v3.10.2.txt;9992,81495;0,0043491;0,33368;0;7492,65148;0,0222528;0,00000;1;;7492,65148
Grasp4pmed1v3.10.2.txt;9515,40835;0,0040300;0,20649;0;7886,84946;0,0191155;0,00000;1;;7886,84946
Grasp5pmed1v3.10.2.txt;9671,63954;0,0042353;0,27784;0;7568,76602;0,0218099;0,00000;1;;7568,76602
Grasp6pmed1v3.10.2.txt;9994,32260;0,0039714;0,29597;0;7711,82367;0,0217937;0,00000;1;;7711,82367
Grasp7pmed1v3.10.2.txt;10018,20234;0,0040532;0,30242;0;7691,97760;0,0314290;0,00000;1;;7691,97760
Grasp8pmed1v3.10.2.txt;8929,62380;0,0046601;0,18465;0;7537,76602;0,0227413;0,00000;1;;7537,76602
Grasp9pmed1v3.10.2.txt;10928,34193;0,0045186;0,41596;0;7717,97760;0,0326162;0,00000;1;;7717,97760
Grasp10pmed1v3.10.2.txt;9599,19223;0,0046566;0,28244;0;7485,12195;0,0227868;0,00000;1;;7485,12195
Grasp11pmed1v3.10.2.txt;9693,82782;0,0039927;0,25862;0;7701,97760;0,0259842;0,00000;1;;7701,97760
Grasp12pmed1v3.10.2.txt;9856,20529;0,0037752;0,28452;0;7673,07915;0,0218376;0,00000;1;;7673,07915
Grasp13pmed1v3.10.2.txt;9646,02139;0,0037924;0,22616;0;7866,85067;0,0249784;0,00000;1;;7866,85067
Grasp14pmed1v3.10.2.txt;9926,88657;0,0037807;0,28466;0;7727,26000;0,0217607;0,00000;1;;7727,26000
Grasp15pmed1v3.10.2.txt;11107,58496;0,0037358;0,43129;0;7760,52677;0,0195328;0,00000;1;;7760,52677
Grasp16pmed1v3.10.2.txt;9775,70118;0,0038408;0,28221;0;7624,07915;0,0224869;0,00000;1;;7624,07915
Grasp17pmed1v3.10.2.txt;10056,05289;0,0040060;0,29190;0;7783,93204;0,0191467;0,00000;1;;7783,93204
Grasp18pmed1v3.10.2.txt;9898,92114;0,0039642;0,23861;0;7991,94463;0,0226611;0,00000;1;;7991,94463
Grasp19pmed1v3.10.2.txt;10208,74314;0,0054919;0,30196;0;7841,06590;0,0300914;0,00000;1;;7841,06590
Grasp20pmed1v3.10.2.txt;9358,66673;0,0063522;0,19795;0;7812,22707;0,0466676;0,00000;1;;7812,22707
Grasp21pmed1v3.10.2.txt;10421,28422;0,0076101;0,33399;0;7812,08956;0,0443796;0,00000;1;;7812,08956
Grasp22pmed1v3.10.2.txt;10268,56801;0,0090781;0,33115;0;7714,07915;0,0497390;0,00000;1;;7714,07915
Grasp23pmed1v3.10.2.txt;9141,37705;0,0064145;0,19206;0;7668,56040;0,0279841;0,00000;1;;7668,56040
Grasp24pmed1v3.10.2.txt;9848,99752;0,0064558;0,29574;0;7601,07915;0,0354351;0,00000;1;;7601,07915
Grasp25pmed1v3.10.2.txt;10125,72764;0,0064362;0,28563;0;7876,08956;0,0336275;0,00000;1;;7876,08956
Grasp26pmed1v3.10.2.txt;9594,19892;0,0056855;0,23122;0;7792,44524;0,0284230;0,00000;1;;7792,44524
Grasp27pmed1v3.10.2.txt;8918,05202;0,0041599;0,18613;0;7518,60868;0,0216094;0,00000;1;;7518,60868
Grasp28pmed1v3.10.2.txt;10430,18220;0,0040847;0,35034;0;7724,08956;0,0223841;0,00000;1;;7724,08956
Grasp29pmed1v3.10.2.txt;11107,50654;0,0040825;0,46294;0;7592,60868;0,0250503;0,00000;1;;7592,60868
Grasp30pmed1v3.10.2.txt;11185,52202;0,0041014;0,44851;0;7722,08956;0,0211271;0,00000;1;;7722,08956
Grasp31pmed1v3.10.2.txt;9285,37097;0,0040018;0,21551;0;7639,06667;0,0270183;0,00000;1;;7639,06667
Grasp32pmed1v3.10.2.txt;9214,25587;0,0042710;0,20302;0;7659,25670;0,0216796;0,00000;1;;7659,25670
Grasp33pmed1v3.10.2.txt;9965,43751;0,0041214;0,31234;0;7593,65148;0,0179731;0,00000;1;;7593,65148
Grasp34pmed1v3.10.2.txt;9519,49619;0,0051554;0,26167;0;7545,15640;0,0186885;0,00000;1;;7545,15640
Grasp35pmed1v3.10.2.txt;9682,52461;0,0040539;0,24522;0;7775,74947;0,0223010;0,00000;1;;7775,74947
Grasp36pmed1v3.10.2.txt;9472,37453;0,0041070;0,22775;0;7715,26000;0,0223784;0,00000;1;;7715,26000
Grasp37pmed1v3.10.2.txt;10364,97059;0,0040395;0,36460;0;7595,60868;0,0309831;0,00000;1;;7595,60868
Grasp38pmed1v3.10.2.txt;9273,58338;0,0041586;0,21302;0;7645,06667;0,0274401;0,00000;1;;7645,06667
Grasp39pmed1v3.10.2.txt;11123,31453;0,0041188;0,45696;0;7634,62744;0,0292281;0,00000;1;;7634,62744
Grasp40pmed1v3.10.2.txt;9777,13616;0,0040014;0,27243;0;7683,82367;0,0263225;0,00000;1;;7683,82367
Grasp41pmed1v3.10.2.txt;9397,30407;0,0068990;0,24022;0;7577,12195;0,0227462;0,00000;1;;7577,12195
Grasp42pmed1v3.10.2.txt;10054,29459;0,0039547;0,30660;0;7694,97760;0,0288520;0,00000;1;;7694,97760
Grasp43pmed1v3.10.2.txt;10854,35976;0,0041391;0,34795;0;8052,49822;0,0159397;0,00000;1;;8052,49822
Grasp44pmed1v3.10.2.txt;9989,83315;0,0040324;0,26944;0;7869,49338;0,0229652;0,00000;1;;7869,49338
Grasp45pmed1v3.10.2.txt;10203,47969;0,0041841;0,30907;0;7794,44524;0,0260852;0,00000;1;;7794,44524
Grasp46pmed1v3.10.2.txt;10271,38432;0,0041418;0,36786;0;7509,07915;0,0393856;0,00000;1;;7509,07915
Grasp47pmed1v3.10.2.txt;9803,98082;0,0061709;0,30753;0;7498,11360;0,0439547;0,00000;1;;7498,11360
Grasp48pmed1v3.10.2.txt;9543,24727;0,0062269;0,26669;0;7533,97760;0,0487555;0,00000;1;;7533,97760
Grasp49pmed1v3.10.2.txt;10230,28100;0,0039487;0,30921;0;7814,08956;0,0217916;0,00000;1;;7814,08956
Grasp50pmed1v3.10.2.txt;8726,23179;0,0040670;0,15598;0;7548,76602;0,0175783;0,00000;1;;7548,76602
Grasp51pmed1v3.10.2.txt;9782,64955;0,0038949;0,28438;0;7616,60868;0,0195910;0,00000;1;;7616,60868
Grasp52pmed1v3.10.2.txt;8604,04075;0,0040248;0,13219;0;7599,49303;0,0189853;0,00000;1;;7599,49303
Grasp53pmed1v3.10.2.txt;10418,74658;0,0040442;0,33764;0;7788,88593;0,0183072;0,00000;1;;7788,88593
Grasp54pmed1v3.10.2.txt;9573,46416;0,0039643;0,26006;0;7597,60868;0,0171987;0,00000;1;;7597,60868
Grasp55pmed1v3.10.2.txt;10158,85732;0,0037455;0,35584;0;7492,65148;0,0248074;0,00000;1;;7492,65148
Grasp56pmed1v3.10.2.txt;9305,30239;0,0040122;0,22391;0;7602,93489;0,0276302;0,00000;1;;7602,93489
Grasp57pmed1v3.10.2.txt;9743,32652;0,0040529;0,27945;0;7615,23474;0,0204783;0,00000;1;;7615,23474
Grasp58pmed1v3.10.2.txt;10136,64525;0,0043846;0,35406;0;7486,11360;0,0517244;0,00000;1;;7486,11360
Grasp59pmed1v3.10.2.txt;9011,13186;0,0066056;0,20387;0;7485,12195;0,0313985;0,00000;1;;7485,12195
Grasp60pmed1v3.10.2.txt;10076,94697;0,0063484;0,32686;0;7594,60868;0,0374930;0,00000;1;;7594,60868
Grasp61pmed1v3.10.2.txt;9740,31596;0,0065808;0,26685;0;7688,60868;0,0344831;0,00000;1;;7688,60868
Grasp62pmed1v3.10.2.txt;10091,95715;0,0039666;0,31838;0;7654,82367;0,0261197;0,00000;1;;7654,82367
Grasp63pmed1v3.10.2.txt;9880,05476;0,0038430;0,29962;0;7602,27554;0,0202472;0,00000;1;;7602,27554
Grasp64pmed1v3.10.2.txt;9806,03930;0,0039521;0,27055;0;7717,97760;0,0277345;0,00000;1;;7717,97760
Grasp65pmed1v3.10.2.txt;8539,38986;0,0038845;0,09482;0;7799,84574;0,0173711;0,00000;1;;7799,84574
Grasp66pmed1v3.10.2.txt;9231,94316;0,0041179;0,16126;0;7949,94463;0,0215808;0,00000;1;;7949,94463
Grasp67pmed1v3.10.2.txt;9777,40666;0,0038819;0,30493;0;7492,65148;0,0252091;0,00000;1;;7492,65148
Grasp68pmed1v3.10.2.txt;9439,55850;0,0038457;0,22734;0;7691,07915;0,0245881;0,00000;1;;7691,07915
Grasp69pmed1v3.10.2.txt;10024,71446;0,0049566;0,28589;0;7795,90903;0,0242709;0,00000;1;;7795,90903
Grasp70pmed1v3.10.2.txt;9173,74095;0,0049761;0,17817;0;7786,44524;0,0329582;0,00000;1;;7786,44524
Grasp71pmed1v3.10.2.txt;9300,86952;0,0053712;0,17576;0;7910,52024;0,0259310;0,00000;1;;7910,52024
Grasp72pmed1v3.10.2.txt;8956,90735;0,0055838;0,15855;0;7731,12195;0,0258569;0,00000;1;;7731,12195
Grasp73pmed1v3.10.2.txt;9665,71510;0,0054657;0,26154;0;7661,82367;0,0305970;0,00000;1;;7661,82367
Grasp74pmed1v3.10.2.txt;9714,47854;0,0073077;0,29163;0;7521,07915;0,0386915;0,00000;1;;7521,07915
Grasp75pmed1v3.10.2.txt;9216,21570;0,0044278;0,19581;0;7707,06667;0,0237224;0,00000;1;;7707,06667
Grasp76pmed1v3.10.2.txt;11789,76506;0,0049307;0,53025;0;7704,44524;0,0273901;0,00000;1;;7704,44524
Grasp77pmed1v3.10.2.txt;10345,51175;0,0042935;0,36222;0;7594,60868;0,0279338;0,00000;1;;7594,60868
Grasp78pmed1v3.10.2.txt;10311,02341;0,0042487;0,34484;0;7667,12195;0,0197163;0,00000;1;;7667,12195
Grasp79pmed1v3.10.2.txt;8852,65788;0,0038575;0,18254;0;7486,11360;0,0316738;0,00000;1;;7486,11360
Grasp80pmed1v3.10.2.txt;10059,65456;0,0063716;0,32271;0;7605,34937;0,0438183;0,00000;1;;7605,34937
Grasp81pmed1v3.10.2.txt;9981,11483;0,0069557;0,30249;0;7663,07915;0,0370972;0,00000;1;;7663,07915
Grasp82pmed1v3.10.2.txt;9418,91392;0,0053487;0,23894;0;7602,40178;0,0335023;0,00000;1;;7602,40178
Grasp83pmed1v3.10.2.txt;9872,26360;0,0048388;0,29311;0;7634,51302;0,0246337;0,00000;1;;7634,51302
Grasp84pmed1v3.10.2.txt;10958,70453;0,0064930;0,40914;0;7776,87099;0,0338699;0,00000;1;;7776,87099
Grasp85pmed1v3.10.2.txt;10572,60826;0,0064288;0,34213;0;7877,49338;0,0315231;0,00000;1;;7877,49338
Grasp86pmed1v3.10.2.txt;10013,15585;0,0062488;0,30607;0;7666,60868;0,0269258;0,00000;1;;7666,60868
Grasp87pmed1v3.10.2.txt;9685,78357;0,0040622;0,22266;0;7921,88593;0,0179387;0,00000;1;;7921,88593
Grasp88pmed1v3.10.2.txt;9467,18446;0,0040753;0,25018;0;7572,65148;0,0172393;0,00000;1;;7572,65148
Grasp89pmed1v3.10.2.txt;9739,84852;0,0038421;0,23260;0;7901,88593;0,0202619;0,00000;1;;7901,88593
Grasp90pmed1v3.10.2.txt;9618,06223;0,0039869;0,26643;0;7594,60868;0,0241356;0,00000;1;;7594,60868
Grasp91pmed1v3.10.2.txt;9574,60957;0,0039456;0,25990;0;7599,49303;0,0217260;0,00000;1;;7599,49303
Grasp92pmed1v3.10.2.txt;8753,70582;0,0039606;0,15528;0;7577,12195;0,0178428;0,00000;1;;7577,12195
Grasp93pmed1v3.10.2.txt;10372,83461;0,0037894;0,35185;0;7673,07915;0,0203432;0,00000;1;;7673,07915
Grasp94pmed1v3.10.2.txt;9964,65497;0,0038211;0,28974;0;7726,08956;0,0211978;0,00000;1;;7726,08956
Grasp95pmed1v3.10.2.txt;8718,93530;0,0040959;0,16843;0;7462,12195;0,0220398;0,00000;1;;7462,12195
Grasp96pmed1v3.10.2.txt;8698,43913;0,0039860;0,16093;0;7492,65148;0,0223909;0,00000;1;;7492,65148
Grasp97pmed1v3.10.2.txt;9550,55974;0,0040383;0,21711;0;7846,94463;0,0185433;0,00000;1;;7846,94463
Grasp98pmed1v3.10.2.txt;10047,19723;0,0060452;0,33539;0;7523,76602;0,0311529;0,00000;1;;7523,76602
Grasp99pmed1v3.10.2.txt;10333,93489;0,0062622;0,32281;0;7812,08956;0,0334355;0,00000;1;;7812,08956
pmed6v3.10.2.txt;15246,44183;0,0000417;0,65333;0;9221,64124;0,1484307;0,00000;1;;9221,64124
Grasp0pmed6v3.10.2.txt;11552,28525;0,0201802;0,23267;0;9371,72960;0,1223057;0,00000;1;;9371,72960
Grasp1pmed6v3.10.2.txt;10389,30261;0,0234317;0,14902;0;9041,86490;0,1528919;0,00000;1;;9041,86490
Grasp2pmed6v3.10.2.txt;11836,42406;0,0272027;0,22424;0;9668,39735;0,1323094;0,00000;1;;9668,39735
Grasp3pmed6v3.10.2.txt;11202,11764;0,0164401;0,23156;0;9095,84585;0,1029136;0,00000;1;;9095,84585
Grasp4pmed6v3.10.2.txt;10573,63070;0,0161905;0,16161;0;9102,53610;0,1994912;0,00000;1;;9102,53610
Grasp5pmed6v3.10.2.txt;11912,79771;0,0265627;0,28364;0;9280,48515;0,1228190;0,00000;1;;9280,48515
Grasp6pmed6v3.10.2.txt;12106,82289;0,0167941;0,32346;0;9147,84585;0,1081374;0,00000;1;;9147,84585
Grasp7pmed6v3.10.2.txt;11209,10334;0,0169459;0,22909;0;9119,81682;0,1387993;0,00000;1;;9119,81682
